n_estimators,max_depth,max_features,min_samples_split,accuracy,num_features,num_samples,class_imbalance_ratio,num_classes,num_categorical_features,num_numerical_features
25,3,log2,10,0.955489614,4,1348,1.209836066,2,0,4
50,3,log2,10,0.952522255,4,1348,1.209836066,2,0,4
75,3,log2,10,0.954500495,4,1348,1.209836066,2,0,4
100,3,log2,10,0.952522255,4,1348,1.209836066,2,0,4
150,3,log2,10,0.951533136,4,1348,1.209836066,2,0,4
25,5,sqrt,2,0.984174085,4,1348,1.209836066,2,0,4
50,5,sqrt,2,0.983184965,4,1348,1.209836066,2,0,4
75,5,sqrt,2,0.982195846,4,1348,1.209836066,2,0,4
100,5,sqrt,2,0.981206726,4,1348,1.209836066,2,0,4
150,5,sqrt,2,0.981206726,4,1348,1.209836066,2,0,4
25,5,sqrt,5,0.985163205,4,1348,1.209836066,2,0,4
50,5,sqrt,5,0.982195846,4,1348,1.209836066,2,0,4
75,5,sqrt,5,0.982195846,4,1348,1.209836066,2,0,4
100,5,sqrt,5,0.982195846,4,1348,1.209836066,2,0,4
150,5,sqrt,5,0.981206726,4,1348,1.209836066,2,0,4
25,5,sqrt,10,0.980217606,4,1348,1.209836066,2,0,4
50,5,sqrt,10,0.978239367,4,1348,1.209836066,2,0,4
75,5,sqrt,10,0.980217606,4,1348,1.209836066,2,0,4
100,5,sqrt,10,0.980217606,4,1348,1.209836066,2,0,4
150,5,sqrt,10,0.980217606,4,1348,1.209836066,2,0,4
25,5,log2,2,0.984174085,4,1348,1.209836066,2,0,4
50,5,log2,2,0.983184965,4,1348,1.209836066,2,0,4
75,5,log2,2,0.982195846,4,1348,1.209836066,2,0,4
100,5,log2,2,0.981206726,4,1348,1.209836066,2,0,4
150,5,log2,2,0.981206726,4,1348,1.209836066,2,0,4
25,5,log2,5,0.985163205,4,1348,1.209836066,2,0,4
50,5,log2,5,0.982195846,4,1348,1.209836066,2,0,4
75,5,log2,5,0.982195846,4,1348,1.209836066,2,0,4
100,5,log2,5,0.982195846,4,1348,1.209836066,2,0,4
150,5,log2,5,0.981206726,4,1348,1.209836066,2,0,4
25,5,log2,10,0.980217606,4,1348,1.209836066,2,0,4
50,5,log2,10,0.978239367,4,1348,1.209836066,2,0,4
75,5,log2,10,0.980217606,4,1348,1.209836066,2,0,4
100,5,log2,10,0.980217606,4,1348,1.209836066,2,0,4
150,5,log2,10,0.980217606,4,1348,1.209836066,2,0,4
25,7,sqrt,2,0.989119683,4,1348,1.209836066,2,0,4
50,7,sqrt,2,0.987141444,4,1348,1.209836066,2,0,4
75,7,sqrt,2,0.989119683,4,1348,1.209836066,2,0,4
100,7,sqrt,2,0.989119683,4,1348,1.209836066,2,0,4
150,7,sqrt,2,0.988130564,4,1348,1.209836066,2,0,4
25,7,sqrt,5,0.989119683,4,1348,1.209836066,2,0,4
50,7,sqrt,5,0.987141444,4,1348,1.209836066,2,0,4
75,7,sqrt,5,0.988130564,4,1348,1.209836066,2,0,4
100,7,sqrt,5,0.988130564,4,1348,1.209836066,2,0,4
150,7,sqrt,5,0.986152324,4,1348,1.209836066,2,0,4
25,7,sqrt,10,0.986152324,4,1348,1.209836066,2,0,4
50,7,sqrt,10,0.983184965,4,1348,1.209836066,2,0,4
75,7,sqrt,10,0.985163205,4,1348,1.209836066,2,0,4
100,7,sqrt,10,0.988130564,4,1348,1.209836066,2,0,4
150,7,sqrt,10,0.985163205,4,1348,1.209836066,2,0,4
25,7,log2,2,0.989119683,4,1348,1.209836066,2,0,4
50,7,log2,2,0.987141444,4,1348,1.209836066,2,0,4
75,7,log2,2,0.989119683,4,1348,1.209836066,2,0,4
100,7,log2,2,0.989119683,4,1348,1.209836066,2,0,4
150,7,log2,2,0.988130564,4,1348,1.209836066,2,0,4
25,7,log2,5,0.989119683,4,1348,1.209836066,2,0,4
50,7,log2,5,0.987141444,4,1348,1.209836066,2,0,4
75,7,log2,5,0.988130564,4,1348,1.209836066,2,0,4
100,7,log2,5,0.988130564,4,1348,1.209836066,2,0,4
150,7,log2,5,0.986152324,4,1348,1.209836066,2,0,4
25,7,log2,10,0.986152324,4,1348,1.209836066,2,0,4
50,7,log2,10,0.983184965,4,1348,1.209836066,2,0,4
75,7,log2,10,0.985163205,4,1348,1.209836066,2,0,4
100,7,log2,10,0.988130564,4,1348,1.209836066,2,0,4
150,7,log2,10,0.985163205,4,1348,1.209836066,2,0,4
25,10,sqrt,2,0.989119683,4,1348,1.209836066,2,0,4
50,10,sqrt,2,0.988130564,4,1348,1.209836066,2,0,4
75,10,sqrt,2,0.987141444,4,1348,1.209836066,2,0,4
100,10,sqrt,2,0.987141444,4,1348,1.209836066,2,0,4
150,10,sqrt,2,0.987141444,4,1348,1.209836066,2,0,4
25,10,sqrt,5,0.991097923,4,1348,1.209836066,2,0,4
50,10,sqrt,5,0.989119683,4,1348,1.209836066,2,0,4
75,10,sqrt,5,0.989119683,4,1348,1.209836066,2,0,4
100,10,sqrt,5,0.988130564,4,1348,1.209836066,2,0,4
150,10,sqrt,5,0.986152324,4,1348,1.209836066,2,0,4
25,10,sqrt,10,0.987141444,4,1348,1.209836066,2,0,4
50,10,sqrt,10,0.984174085,4,1348,1.209836066,2,0,4
75,10,sqrt,10,0.985163205,4,1348,1.209836066,2,0,4
100,10,sqrt,10,0.987141444,4,1348,1.209836066,2,0,4
150,10,sqrt,10,0.986152324,4,1348,1.209836066,2,0,4
25,10,log2,2,0.989119683,4,1348,1.209836066,2,0,4
50,10,log2,2,0.988130564,4,1348,1.209836066,2,0,4
75,10,log2,2,0.987141444,4,1348,1.209836066,2,0,4
100,10,log2,2,0.987141444,4,1348,1.209836066,2,0,4
150,10,log2,2,0.987141444,4,1348,1.209836066,2,0,4
25,10,log2,5,0.991097923,4,1348,1.209836066,2,0,4
50,10,log2,5,0.989119683,4,1348,1.209836066,2,0,4
75,10,log2,5,0.989119683,4,1348,1.209836066,2,0,4
100,10,log2,5,0.988130564,4,1348,1.209836066,2,0,4
150,10,log2,5,0.986152324,4,1348,1.209836066,2,0,4
25,10,log2,10,0.987141444,4,1348,1.209836066,2,0,4
50,10,log2,10,0.984174085,4,1348,1.209836066,2,0,4
75,10,log2,10,0.985163205,4,1348,1.209836066,2,0,4
100,10,log2,10,0.987141444,4,1348,1.209836066,2,0,4
150,10,log2,10,0.986152324,4,1348,1.209836066,2,0,4
25,3,sqrt,2,0.777153558,9,712,1.472222222,2,5,4
50,3,sqrt,2,0.775280899,9,712,1.472222222,2,5,4
75,3,sqrt,2,0.767790262,9,712,1.472222222,2,5,4
100,3,sqrt,2,0.77340824,9,712,1.472222222,2,5,4
25,3,sqrt,5,0.77340824,9,712,1.472222222,2,5,4
50,3,sqrt,5,0.769662921,9,712,1.472222222,2,5,4
75,3,sqrt,5,0.762172285,9,712,1.472222222,2,5,4
100,3,sqrt,5,0.775280899,9,712,1.472222222,2,5,4
25,3,sqrt,10,0.784644195,9,712,1.472222222,2,5,4
50,3,sqrt,10,0.767790262,9,712,1.472222222,2,5,4
75,3,sqrt,10,0.777153558,9,712,1.472222222,2,5,4
100,3,sqrt,10,0.77340824,9,712,1.472222222,2,5,4
25,3,log2,2,0.777153558,9,712,1.472222222,2,5,4
50,3,log2,2,0.775280899,9,712,1.472222222,2,5,4
75,3,log2,2,0.767790262,9,712,1.472222222,2,5,4
100,3,log2,2,0.77340824,9,712,1.472222222,2,5,4
25,3,log2,5,0.77340824,9,712,1.472222222,2,5,4
50,3,log2,5,0.769662921,9,712,1.472222222,2,5,4
75,3,log2,5,0.762172285,9,712,1.472222222,2,5,4
100,3,log2,5,0.775280899,9,712,1.472222222,2,5,4
25,3,log2,10,0.784644195,9,712,1.472222222,2,5,4
50,3,log2,10,0.767790262,9,712,1.472222222,2,5,4
75,3,log2,10,0.777153558,9,712,1.472222222,2,5,4
100,3,log2,10,0.77340824,9,712,1.472222222,2,5,4
25,5,sqrt,2,0.803370787,9,712,1.472222222,2,5,4
50,5,sqrt,2,0.803370787,9,712,1.472222222,2,5,4
75,5,sqrt,2,0.803370787,9,712,1.472222222,2,5,4
100,5,sqrt,2,0.799625468,9,712,1.472222222,2,5,4
25,5,sqrt,5,0.808988764,9,712,1.472222222,2,5,4
50,5,sqrt,5,0.801498127,9,712,1.472222222,2,5,4
75,5,sqrt,5,0.807116105,9,712,1.472222222,2,5,4
100,5,sqrt,5,0.799625468,9,712,1.472222222,2,5,4
25,5,sqrt,10,0.799625468,9,712,1.472222222,2,5,4
50,5,sqrt,10,0.808988764,9,712,1.472222222,2,5,4
75,5,sqrt,10,0.805243446,9,712,1.472222222,2,5,4
100,5,sqrt,10,0.801498127,9,712,1.472222222,2,5,4
25,5,log2,2,0.803370787,9,712,1.472222222,2,5,4
50,5,log2,2,0.803370787,9,712,1.472222222,2,5,4
75,5,log2,2,0.803370787,9,712,1.472222222,2,5,4
100,5,log2,2,0.799625468,9,712,1.472222222,2,5,4
25,5,log2,5,0.808988764,9,712,1.472222222,2,5,4
50,5,log2,5,0.801498127,9,712,1.472222222,2,5,4
75,5,log2,5,0.807116105,9,712,1.472222222,2,5,4
100,5,log2,5,0.799625468,9,712,1.472222222,2,5,4
25,5,log2,10,0.799625468,9,712,1.472222222,2,5,4
50,5,log2,10,0.808988764,9,712,1.472222222,2,5,4
75,5,log2,10,0.805243446,9,712,1.472222222,2,5,4
100,5,log2,10,0.801498127,9,712,1.472222222,2,5,4
25,7,sqrt,2,0.794007491,9,712,1.472222222,2,5,4
50,7,sqrt,2,0.812734082,9,712,1.472222222,2,5,4
75,7,sqrt,2,0.823970037,9,712,1.472222222,2,5,4
100,7,sqrt,2,0.812734082,9,712,1.472222222,2,5,4
25,7,sqrt,5,0.810861423,9,712,1.472222222,2,5,4
50,7,sqrt,5,0.820224719,9,712,1.472222222,2,5,4
75,7,sqrt,5,0.820224719,9,712,1.472222222,2,5,4
100,7,sqrt,5,0.816479401,9,712,1.472222222,2,5,4
25,7,sqrt,10,0.814606742,9,712,1.472222222,2,5,4
50,7,sqrt,10,0.805243446,9,712,1.472222222,2,5,4
75,7,sqrt,10,0.801498127,9,712,1.472222222,2,5,4
100,7,sqrt,10,0.805243446,9,712,1.472222222,2,5,4
25,7,log2,2,0.794007491,9,712,1.472222222,2,5,4
50,7,log2,2,0.812734082,9,712,1.472222222,2,5,4
75,7,log2,2,0.823970037,9,712,1.472222222,2,5,4
100,7,log2,2,0.812734082,9,712,1.472222222,2,5,4
25,7,log2,5,0.810861423,9,712,1.472222222,2,5,4
50,7,log2,5,0.820224719,9,712,1.472222222,2,5,4
75,7,log2,5,0.820224719,9,712,1.472222222,2,5,4
100,7,log2,5,0.816479401,9,712,1.472222222,2,5,4
25,7,log2,10,0.814606742,9,712,1.472222222,2,5,4
50,7,log2,10,0.805243446,9,712,1.472222222,2,5,4
75,7,log2,10,0.801498127,9,712,1.472222222,2,5,4
100,7,log2,10,0.805243446,9,712,1.472222222,2,5,4
25,10,sqrt,2,0.807116105,9,712,1.472222222,2,5,4
50,10,sqrt,2,0.812734082,9,712,1.472222222,2,5,4
75,10,sqrt,2,0.816479401,9,712,1.472222222,2,5,4
100,10,sqrt,2,0.816479401,9,712,1.472222222,2,5,4
25,10,sqrt,5,0.805243446,9,712,1.472222222,2,5,4
50,10,sqrt,5,0.822097378,9,712,1.472222222,2,5,4
75,10,sqrt,5,0.823970037,9,712,1.472222222,2,5,4
100,10,sqrt,5,0.822097378,9,712,1.472222222,2,5,4
25,10,sqrt,10,0.820224719,9,712,1.472222222,2,5,4
50,10,sqrt,10,0.816479401,9,712,1.472222222,2,5,4
75,10,sqrt,10,0.812734082,9,712,1.472222222,2,5,4
100,10,sqrt,10,0.808988764,9,712,1.472222222,2,5,4
25,10,log2,2,0.807116105,9,712,1.472222222,2,5,4
50,10,log2,2,0.812734082,9,712,1.472222222,2,5,4
75,10,log2,2,0.816479401,9,712,1.472222222,2,5,4
100,10,log2,2,0.816479401,9,712,1.472222222,2,5,4
25,10,log2,5,0.805243446,9,712,1.472222222,2,5,4
50,10,log2,5,0.822097378,9,712,1.472222222,2,5,4
75,10,log2,5,0.823970037,9,712,1.472222222,2,5,4
100,10,log2,5,0.822097378,9,712,1.472222222,2,5,4
25,10,log2,10,0.820224719,9,712,1.472222222,2,5,4
50,10,log2,10,0.816479401,9,712,1.472222222,2,5,4
75,10,log2,10,0.812734082,9,712,1.472222222,2,5,4
100,10,log2,10,0.808988764,9,712,1.472222222,2,5,4
25,3,sqrt,2,0.8671875,13,1025,1.054108216,2,8,5
50,3,sqrt,2,0.868489583,13,1025,1.054108216,2,8,5
75,3,sqrt,2,0.8671875,13,1025,1.054108216,2,8,5
100,3,sqrt,2,0.8671875,13,1025,1.054108216,2,8,5
150,3,sqrt,2,0.875,13,1025,1.054108216,2,8,5
25,3,sqrt,5,0.8671875,13,1025,1.054108216,2,8,5
50,3,sqrt,5,0.868489583,13,1025,1.054108216,2,8,5
75,3,sqrt,5,0.8671875,13,1025,1.054108216,2,8,5
100,3,sqrt,5,0.8671875,13,1025,1.054108216,2,8,5
150,3,sqrt,5,0.875,13,1025,1.054108216,2,8,5
25,3,sqrt,10,0.86328125,13,1025,1.054108216,2,8,5
50,3,sqrt,10,0.864583333,13,1025,1.054108216,2,8,5
75,3,sqrt,10,0.865885417,13,1025,1.054108216,2,8,5
100,3,sqrt,10,0.864583333,13,1025,1.054108216,2,8,5
150,3,sqrt,10,0.875,13,1025,1.054108216,2,8,5
25,3,log2,2,0.8671875,13,1025,1.054108216,2,8,5
50,3,log2,2,0.868489583,13,1025,1.054108216,2,8,5
75,3,log2,2,0.8671875,13,1025,1.054108216,2,8,5
100,3,log2,2,0.8671875,13,1025,1.054108216,2,8,5
150,3,log2,2,0.875,13,1025,1.054108216,2,8,5
25,3,log2,5,0.8671875,13,1025,1.054108216,2,8,5
50,3,log2,5,0.868489583,13,1025,1.054108216,2,8,5
75,3,log2,5,0.8671875,13,1025,1.054108216,2,8,5
100,3,log2,5,0.8671875,13,1025,1.054108216,2,8,5
150,3,log2,5,0.875,13,1025,1.054108216,2,8,5
25,3,log2,10,0.86328125,13,1025,1.054108216,2,8,5
50,3,log2,10,0.864583333,13,1025,1.054108216,2,8,5
75,3,log2,10,0.865885417,13,1025,1.054108216,2,8,5
100,3,log2,10,0.864583333,13,1025,1.054108216,2,8,5
150,3,log2,10,0.875,13,1025,1.054108216,2,8,5
25,5,sqrt,2,0.90234375,13,1025,1.054108216,2,8,5
50,5,sqrt,2,0.90234375,13,1025,1.054108216,2,8,5
75,5,sqrt,2,0.903645833,13,1025,1.054108216,2,8,5
100,5,sqrt,2,0.903645833,13,1025,1.054108216,2,8,5
150,5,sqrt,2,0.90234375,13,1025,1.054108216,2,8,5
25,5,sqrt,5,0.90625,13,1025,1.054108216,2,8,5
50,5,sqrt,5,0.912760417,13,1025,1.054108216,2,8,5
75,5,sqrt,5,0.90625,13,1025,1.054108216,2,8,5
100,5,sqrt,5,0.901041667,13,1025,1.054108216,2,8,5
150,5,sqrt,5,0.899739583,13,1025,1.054108216,2,8,5
25,5,sqrt,10,0.897135417,13,1025,1.054108216,2,8,5
50,5,sqrt,10,0.904947917,13,1025,1.054108216,2,8,5
75,5,sqrt,10,0.90234375,13,1025,1.054108216,2,8,5
100,5,sqrt,10,0.899739583,13,1025,1.054108216,2,8,5
150,5,sqrt,10,0.90625,13,1025,1.054108216,2,8,5
25,5,log2,2,0.90234375,13,1025,1.054108216,2,8,5
50,5,log2,2,0.90234375,13,1025,1.054108216,2,8,5
75,5,log2,2,0.903645833,13,1025,1.054108216,2,8,5
100,5,log2,2,0.903645833,13,1025,1.054108216,2,8,5
150,5,log2,2,0.90234375,13,1025,1.054108216,2,8,5
25,5,log2,5,0.90625,13,1025,1.054108216,2,8,5
50,5,log2,5,0.912760417,13,1025,1.054108216,2,8,5
75,5,log2,5,0.90625,13,1025,1.054108216,2,8,5
100,5,log2,5,0.901041667,13,1025,1.054108216,2,8,5
150,5,log2,5,0.899739583,13,1025,1.054108216,2,8,5
25,5,log2,10,0.897135417,13,1025,1.054108216,2,8,5
50,5,log2,10,0.904947917,13,1025,1.054108216,2,8,5
75,5,log2,10,0.90234375,13,1025,1.054108216,2,8,5
100,5,log2,10,0.899739583,13,1025,1.054108216,2,8,5
150,5,log2,10,0.90625,13,1025,1.054108216,2,8,5
25,7,sqrt,2,0.953125,13,1025,1.054108216,2,8,5
50,7,sqrt,2,0.9453125,13,1025,1.054108216,2,8,5
75,7,sqrt,2,0.9375,13,1025,1.054108216,2,8,5
100,7,sqrt,2,0.938802083,13,1025,1.054108216,2,8,5
150,7,sqrt,2,0.94140625,13,1025,1.054108216,2,8,5
25,7,sqrt,5,0.938802083,13,1025,1.054108216,2,8,5
50,7,sqrt,5,0.94140625,13,1025,1.054108216,2,8,5
75,7,sqrt,5,0.936197917,13,1025,1.054108216,2,8,5
100,7,sqrt,5,0.938802083,13,1025,1.054108216,2,8,5
150,7,sqrt,5,0.934895833,13,1025,1.054108216,2,8,5
25,7,sqrt,10,0.920572917,13,1025,1.054108216,2,8,5
50,7,sqrt,10,0.924479167,13,1025,1.054108216,2,8,5
75,7,sqrt,10,0.93359375,13,1025,1.054108216,2,8,5
100,7,sqrt,10,0.930989583,13,1025,1.054108216,2,8,5
150,7,sqrt,10,0.927083333,13,1025,1.054108216,2,8,5
25,7,log2,2,0.953125,13,1025,1.054108216,2,8,5
50,7,log2,2,0.9453125,13,1025,1.054108216,2,8,5
75,7,log2,2,0.9375,13,1025,1.054108216,2,8,5
100,7,log2,2,0.938802083,13,1025,1.054108216,2,8,5
150,7,log2,2,0.94140625,13,1025,1.054108216,2,8,5
25,7,log2,5,0.938802083,13,1025,1.054108216,2,8,5
50,7,log2,5,0.94140625,13,1025,1.054108216,2,8,5
75,7,log2,5,0.936197917,13,1025,1.054108216,2,8,5
100,7,log2,5,0.938802083,13,1025,1.054108216,2,8,5
150,7,log2,5,0.934895833,13,1025,1.054108216,2,8,5
25,7,log2,10,0.920572917,13,1025,1.054108216,2,8,5
50,7,log2,10,0.924479167,13,1025,1.054108216,2,8,5
75,7,log2,10,0.93359375,13,1025,1.054108216,2,8,5
100,7,log2,10,0.930989583,13,1025,1.054108216,2,8,5
150,7,log2,10,0.927083333,13,1025,1.054108216,2,8,5
25,10,sqrt,2,0.942708333,13,1025,1.054108216,2,8,5
50,10,sqrt,2,0.94140625,13,1025,1.054108216,2,8,5
75,10,sqrt,2,0.942708333,13,1025,1.054108216,2,8,5
100,10,sqrt,2,0.940104167,13,1025,1.054108216,2,8,5
150,10,sqrt,2,0.938802083,13,1025,1.054108216,2,8,5
25,10,sqrt,5,0.942708333,13,1025,1.054108216,2,8,5
50,10,sqrt,5,0.944010417,13,1025,1.054108216,2,8,5
75,10,sqrt,5,0.944010417,13,1025,1.054108216,2,8,5
100,10,sqrt,5,0.94921875,13,1025,1.054108216,2,8,5
150,10,sqrt,5,0.946614583,13,1025,1.054108216,2,8,5
25,10,sqrt,10,0.923177083,13,1025,1.054108216,2,8,5
50,10,sqrt,10,0.92578125,13,1025,1.054108216,2,8,5
75,10,sqrt,10,0.93359375,13,1025,1.054108216,2,8,5
100,10,sqrt,10,0.936197917,13,1025,1.054108216,2,8,5
150,10,sqrt,10,0.934895833,13,1025,1.054108216,2,8,5
25,10,log2,2,0.942708333,13,1025,1.054108216,2,8,5
50,10,log2,2,0.94140625,13,1025,1.054108216,2,8,5
75,10,log2,2,0.942708333,13,1025,1.054108216,2,8,5
100,10,log2,2,0.940104167,13,1025,1.054108216,2,8,5
150,10,log2,2,0.938802083,13,1025,1.054108216,2,8,5
25,10,log2,5,0.942708333,13,1025,1.054108216,2,8,5
50,10,log2,5,0.944010417,13,1025,1.054108216,2,8,5
75,10,log2,5,0.944010417,13,1025,1.054108216,2,8,5
100,10,log2,5,0.94921875,13,1025,1.054108216,2,8,5
150,10,log2,5,0.946614583,13,1025,1.054108216,2,8,5
25,10,log2,10,0.923177083,13,1025,1.054108216,2,8,5
50,10,log2,10,0.92578125,13,1025,1.054108216,2,8,5
75,10,log2,10,0.93359375,13,1025,1.054108216,2,8,5
100,10,log2,10,0.936197917,13,1025,1.054108216,2,8,5
150,10,log2,10,0.934895833,13,1025,1.054108216,2,8,5
25,50,sqrt,2,0.947916667,13,1025,1.054108216,2,8,5
50,50,sqrt,2,0.940104167,13,1025,1.054108216,2,8,5
75,50,sqrt,2,0.934895833,13,1025,1.054108216,2,8,5
100,50,sqrt,2,0.946614583,13,1025,1.054108216,2,8,5
150,50,sqrt,2,0.94140625,13,1025,1.054108216,2,8,5
25,50,sqrt,5,0.942708333,13,1025,1.054108216,2,8,5
50,50,sqrt,5,0.944010417,13,1025,1.054108216,2,8,5
75,50,sqrt,5,0.951822917,13,1025,1.054108216,2,8,5
100,50,sqrt,5,0.947916667,13,1025,1.054108216,2,8,5
150,50,sqrt,5,0.947916667,13,1025,1.054108216,2,8,5
25,50,sqrt,10,0.930989583,13,1025,1.054108216,2,8,5
50,50,sqrt,10,0.9296875,13,1025,1.054108216,2,8,5
75,50,sqrt,10,0.934895833,13,1025,1.054108216,2,8,5
100,50,sqrt,10,0.9296875,13,1025,1.054108216,2,8,5
